,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,title,url,paper_id,citations,paper_url,git_urls,Repository,Stars,Forks,Downloads,Watchers,Open Issues,Network Count,Commit Count,Age (days),Languages,Language percs,Code total,Main language,Main language lines,Type
15,15,15.0,15.0,15.0,15.0,15.0,Performing with technology: Lessons learned from the GenJam project,https://scholar.google.com/scholar?q=Performing%20with%20technology%3A%20Lessons%20learned%20from%20the%20GenJam%20project,15,11.0,https://ojs.aaai.org/index.php/AIIDE/article/download/12642/12490,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
16,16,16.0,16.0,16.0,16.0,16.0,"Generating affect: Applying valence and arousal values to unified video, music, and sound generation system",https://scholar.google.com/scholar?q=Generating%20affect%3A%20Applying%20valence%20and%20arousal%20values%20to%20unified%20video%2C%20music%2C%20and%20sound%20generation%20system,16,7.0,https://www.researchgate.net/profile/Arne-Eigenfeldt/publication/295772363_Applying_Valence_and_Arousal_Values_to_a_Unified_Video_Music_and_Sound_Generative_Multimedia_Work/links/56cd53c908aeb52500c0a51f/Applying-Valence-and-Arousal-Values-to-a-Unified-Video-Music-and-Sound-Generative-Multimedia-Work.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
17,17,17.0,17.0,17.0,17.0,17.0,Live algorithms: Towards autonomous computer improvisers,https://scholar.google.com/scholar?q=Live%20algorithms%3A%20Towards%20autonomous%20computer%20improvisers,17,44.0,https://metacreation.net/ktatar/musical_agents/Blackwell_2012.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
18,18,18.0,18.0,18.0,18.0,18.0,"Self-organised music Organised Sound, 9(02), 123–136 Bloch, G., Dubnov, S., & Assayag, G [DATE]",https://scholar.google.com/scholar?q=Self-organised%20music%20Organised%20Sound%2C%209%2802%29%2C%20123%E2%80%93136%20Bloch%2C%20G.%2C%20Dubnov%2C%20S.%2C%20%26%20Assayag%2C%20G%20%5BDATE%5D,18,26.0,https://www.tandfonline.com/doi/pdf/10.1080/09298215.2013.860465?casa_token=1xhNUMK5yc4AAAAA:Xorr8npEW3gj5FzbDXYNMF8qHQPKqd_jkmH8wgPdrLX0GLNq_ipMPVExFoItsV0FWhuJUcOYBC-w,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
19,19,19.0,19.0,19.0,19.0,19.0,"Musical metacreation: Past, present, and future",https://scholar.google.com/scholar?q=Musical%20metacreation%3A%20Past%2C%20present%2C%20and%20future,19,9.0,https://musicalmetacreation.org/mume2018/proceedings/Bodily-2.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
20,20,20.0,20.0,20.0,20.0,20.0,Manifesto for a musebot ensemble: A platform for live interactive performance between multiple autonomous musical agents,https://scholar.google.com/scholar?q=Manifesto%20for%20a%20musebot%20ensemble%3A%20A%20platform%20for%20live%20interactive%20performance%20between%20multiple%20autonomous%20musical%20agents,20,29.0,https://www.researchgate.net/profile/Arne-Eigenfeldt/publication/281441670_Manifesto_for_a_Musebot_Ensemble_A_platform_for_live_interactive_performance_between_multiple_autonomous_musical_agents/links/55e71ee708ae65b638994fbf/Manifesto-for-a-Musebot-Ensemble-A-platform-for-live-interactive-performance-between-multiple-autonomous-musical-agents.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
21,21,21.0,21.0,21.0,21.0,21.0,Backgammon: Process-based musical explorations using the agent designer,https://scholar.google.com/scholar?q=Backgammon%3A%20Process-based%20musical%20explorations%20using%20the%20agent%20designer,21,1.0,https://dl.acm.org/doi/pdf/10.1145/2466627.2481236?casa_token=Bkwg9s8lrVMAAAAA:qcxYAn59TwKEQiJY2iKr7QFjXn8ojjEfkJ5kVQHaGRGe7UC-93JVyl1PNNNeTyZJEwdFG1hqecAY,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
22,22,22.0,22.0,22.0,22.0,22.0,Ecosystemic methods for creative domains: Niche construction and boundary formation,https://scholar.google.com/scholar?q=Ecosystemic%20methods%20for%20creative%20domains%3A%20Niche%20construction%20and%20boundary%20formation,22,7.0,https://www.csse.monash.edu/~jonmc/research/Papers/bown_mccormack_kowaliw_ieee-alife11.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
23,23,23.0,23.0,23.0,23.0,23.0,Linear and non-linear composition systems: User experience in nodal and pro tools,https://scholar.google.com/scholar?q=Linear%20and%20non-linear%20composition%20systems%3A%20User%20experience%20in%20nodal%20and%20pro%20tools,23,3.0,https://www.researchgate.net/profile/Liam-Bray-2/publication/325412037_Linear_and_Non-linear_Composition_Systems_User_Experience_in_Nodal_and_Pro_Tools/links/5b0caf980f7e9b1ed7fbc013/Linear-and-Non-linear-Composition-Systems-User-Experience-in-Nodal-and-Pro-Tools.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
24,24,24.0,24.0,24.0,24.0,24.0,Applying core interaction design principles to computational creativity,https://scholar.google.com/scholar?q=Applying%20core%20interaction%20design%20principles%20to%20computational%20creativity,24,11.0,https://www.computationalcreativity.net/iccc2016/wp-content/uploads/2016/01/Applying-Core-Interaction-Design-Principles-to-Computational-Creativity.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
25,25,25.0,25.0,25.0,25.0,25.0,"A robust layered control system for a mobile robot IEEE Journal of Robotics and Automation, 2(1), 14–23 Brooks, R A [DATE]",https://scholar.google.com/scholar?q=A%20robust%20layered%20control%20system%20for%20a%20mobile%20robot%20IEEE%20Journal%20of%20Robotics%20and%20Automation%2C%202%281%29%2C%2014%E2%80%9323%20Brooks%2C%20R%20A%20%5BDATE%5D,25,13064.0,https://dspace.mit.edu/bitstream/handle/1721.1/6432/AIM-864.pdf?sequence=2&origin=publication_detail,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
26,26,26.0,26.0,26.0,26.0,26.0,The reactive accompanist: Adaptation and behavior decomposition in a music system,https://scholar.google.com/scholar?q=The%20reactive%20accompanist%3A%20Adaptation%20and%20behavior%20decomposition%20in%20a%20music%20system,26,21.0,https://metacreation.net/ktatar/musical_agents/Bryson_1995.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
27,27,27.0,27.0,27.0,27.0,27.0,Magenta: An architecture for real time automatic composition of background music,https://scholar.google.com/scholar?q=Magenta%3A%20An%20architecture%20for%20real%20time%20automatic%20composition%20of%20background%20music,27,65.0,https://metacreation.net/ktatar/musical_agents/Casella_2001.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
28,28,28.0,28.0,28.0,28.0,28.0,Drumtrack: Beat induction from an acoustic drum kit with synchronised scheduling,https://scholar.google.com/scholar?q=Drumtrack%3A%20Beat%20induction%20from%20an%20acoustic%20drum%20kit%20with%20synchronised%20scheduling,28,15.0,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=8152e210b5e0370d889d12e77483a90167ad967e,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
29,29,29.0,29.0,29.0,29.0,29.0,Reinforcement learning for live musical agents,https://scholar.google.com/scholar?q=Reinforcement%20learning%20for%20live%20musical%20agents,29,38.0,http://composerprogrammer.com/research/rlforlivemusicalagents.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
30,30,30.0,30.0,30.0,30.0,30.0,Creativity versus the perception of creativity in computational systems,https://scholar.google.com/scholar?q=Creativity%20versus%20the%20perception%20of%20creativity%20in%20computational%20systems,30,332.0,https://cdn.aaai.org/Symposia/Spring/2008/SS-08-03/SS08-03-003.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
31,31,31.0,31.0,31.0,31.0,31.0,Anticipatory model of musical style imitation using collaborative and competitive reinforcement learning,https://scholar.google.com/scholar?q=Anticipatory%20model%20of%20musical%20style%20imitation%20using%20collaborative%20and%20competitive%20reinforcement%20learning,31,52.0,https://inria.hal.science/docs/00/83/90/73/PDF/ArshiaCont_ABIALS06_Chapter.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
32,32,32.0,32.0,32.0,32.0,32.0,"Living melodies: Coevolution of sonic communication Leonardo, 34(3), 243–248 Delgado, M., Fajardo, W., & Molina-Solana, M [DATE]",https://scholar.google.com/scholar?q=Living%20melodies%3A%20Coevolution%20of%20sonic%20communication%20Leonardo%2C%2034%283%29%2C%20243%E2%80%93248%20Delgado%2C%20M.%2C%20Fajardo%2C%20W.%2C%20%26%20Molina-Solana%2C%20M%20%5BDATE%5D,32,71.0,https://www.jstor.org/stable/pdf/1576943.pdf?casa_token=0Py_La3eU2AAAAAA:kjGMx5GnpAD9QK2MNXcMAxmRPJNc46vKYPvWSh9fYKzhWCrhy0KIVKUSwrIayttBtttuTY6MOzuMhsiPlic89h-tpK91TJTjITTreVp8SGWVc_b4BPA,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
33,33,33.0,33.0,33.0,33.0,33.0,Machine improvisation with formal specifications,https://scholar.google.com/scholar?q=Machine%20improvisation%20with%20formal%20specifications,33,36.0,https://www.icmc14-smc14.net/images/proceedings/OS14-B09-MachineImprovisation.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
34,34,34.0,34.0,34.0,34.0,34.0,Improvisation planning and jam session design using concepts of sequence variation and flow experience,https://scholar.google.com/scholar?q=Improvisation%20planning%20and%20jam%20session%20design%20using%20concepts%20of%20sequence%20variation%20and%20flow%20experience,34,28.0,https://hal.science/hal-01161335/file/index.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
35,35,35.0,35.0,35.0,35.0,35.0,Audio oracle: A new algorithm for fast learning of audio structures,https://scholar.google.com/scholar?q=Audio%20oracle%3A%20A%20new%20algorithm%20for%20fast%20learning%20of%20audio%20structures,35,79.0,https://inria.hal.science/hal-00839072/document,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
36,36,36.0,36.0,36.0,36.0,36.0,Audio oracle analysis of musical information rate,https://scholar.google.com/scholar?q=Audio%20oracle%20analysis%20of%20musical%20information%20rate,36,51.0,https://inria.hal.science/docs/00/83/90/65/PDF/Dubnov2011a.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
37,37,37.0,37.0,37.0,37.0,37.0,Universal classification applied to musical sequences,https://scholar.google.com/scholar?q=Universal%20classification%20applied%20to%20musical%20sequences,37,74.0,https://inria.hal.science/hal-01161365/,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
38,38,38.0,38.0,38.0,38.0,38.0,Emergent rhythms through multi-agency in Max/MSP,https://scholar.google.com/scholar?q=Emergent%20rhythms%20through%20multi-agency%20in%20Max/MSP,38,23.0,http://www.lma.cnrs-mrs.fr/~kronland/Sense_of_Sound/49690368.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
39,39,39.0,39.0,39.0,39.0,39.0,The evolution of evolutionary software: Intelligent rhythm generation in kinetic engine,https://scholar.google.com/scholar?q=The%20evolution%20of%20evolutionary%20software%3A%20Intelligent%20rhythm%20generation%20in%20kinetic%20engine,39,36.0,https://metacreation.net/ktatar/musical_agents/Eigenfeldt_2009b.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
40,40,40.0,40.0,40.0,40.0,40.0,Coming together: Composition by negotiation,https://scholar.google.com/scholar?q=Coming%20together%3A%20Composition%20by%20negotiation,40,8.0,https://dl.acm.org/doi/pdf/10.1145/1873951.1874237?casa_token=DA9EfeTVxTkAAAAA:dT5TmcSLW8odYfJ4bAjZCpND0AUnCeGPOJY9O2Mmeuc10hNXjtrMlQWK-vHqBoSemKKop-pSX6P2,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
41,41,41.0,41.0,41.0,41.0,41.0,Multi-agent modeling of complex rhythmic interactions in realtime performance,https://scholar.google.com/scholar?q=Multi-agent%20modeling%20of%20complex%20rhythmic%20interactions%20in%20realtime%20performance,41,6.0,,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
42,42,42.0,42.0,42.0,42.0,42.0,Generating structure-towards large-scale formal generation,https://scholar.google.com/scholar?q=Generating%20structure-towards%20large-scale%20formal%20generation,42,11.0,https://ojs.aaai.org/index.php/AIIDE/article/download/12764/12612,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
43,43,43.0,43.0,43.0,43.0,43.0,Collaborative composition with creative systems: Reflections on the first musebot ensemble,https://scholar.google.com/scholar?q=Collaborative%20composition%20with%20creative%20systems%3A%20Reflections%20on%20the%20first%20musebot%20ensemble,43,32.0,https://axon.cs.byu.edu/ICCC2015proceedings/6.2Eigenfeldt.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
44,44,44.0,44.0,44.0,44.0,44.0,"A realtime generative music system using autonomous melody, harmony, and rhythm agents",https://scholar.google.com/scholar?q=A%20realtime%20generative%20music%20system%20using%20autonomous%20melody%2C%20harmony%2C%20and%20rhythm%20agents,44,25.0,https://generativeart.com/on/cic/GA2009Papers/p7.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
45,45,45.0,45.0,45.0,45.0,45.0,"Creative agents, curatorial agents, and human-agent interaction in coming together",https://scholar.google.com/scholar?q=Creative%20agents%2C%20curatorial%20agents%2C%20and%20human-agent%20interaction%20in%20coming%20together,45,17.0,http://www.sfu.ca/~eigenfel/Eigenfeldt-SMC12-CreativeAgents.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
46,46,46.0,46.0,46.0,46.0,46.0,"What is agency American Journal of Sociology, 103(4), 962–1023 Fan, J., Tatar, K., Thorogood, M., & Pasquier, P [DATE] Ranking-based emotion recognition for experimental music",https://scholar.google.com/scholar?q=What%20is%20agency%20American%20Journal%20of%20Sociology%2C%20103%284%29%2C%20962%E2%80%931023%20Fan%2C%20J.%2C%20Tatar%2C%20K.%2C%20Thorogood%2C%20M.%2C%20%26%20Pasquier%2C%20P%20%5BDATE%5D%20Ranking-based%20emotion%20recognition%20for%20experimental%20music,46,0.0,,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
47,47,47.0,47.0,47.0,47.0,47.0,From agents to organizations: An organizational view of multi-agent systems,https://scholar.google.com/scholar?q=From%20agents%20to%20organizations%3A%20An%20organizational%20view%20of%20multi-agent%20systems,47,1073.0,https://hal-lirmm.ccsd.cnrs.fr/lirmm-00269681/document,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
48,48,48.0,48.0,48.0,48.0,48.0,Mimi4x: An interactive audio-visual installation for high-level structural improvisation,https://scholar.google.com/scholar?q=Mimi4x%3A%20An%20interactive%20audio-visual%20installation%20for%20high-level%20structural%20improvisation,48,23.0,https://kclpure.kcl.ac.uk/portal/files/230294404/Mimi4x_accepted.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
49,49,49.0,49.0,49.0,49.0,49.0,What is generative art complexity theory as a context for art theory,https://scholar.google.com/scholar?q=What%20is%20generative%20art%20complexity%20theory%20as%20a%20context%20for%20art%20theory,49,82.0,https://oss.adm.ntu.edu.sg/20s1-dm3008-tut-g01/wp-content/uploads/sites/10799/2020/08/Philip-Galanter-2016-Generative-Art-Theory-From-Christiane-Paul-A-Companion-to-Digital-Art.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
50,50,50.0,50.0,50.0,50.0,50.0,Appropriate and complementary rhythmic improvisation in an interactive music system,https://scholar.google.com/scholar?q=Appropriate%20and%20complementary%20rhythmic%20improvisation%20in%20an%20interactive%20music%20system,50,8.0,https://link.springer.com/chapter/10.1007/978-1-4471-2990-5_16,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
51,51,51.0,51.0,51.0,51.0,51.0,Anticipatory timing in algorithmic rhythm generation,https://scholar.google.com/scholar?q=Anticipatory%20timing%20in%20algorithmic%20rhythm%20generation,51,3.0,https://eprints.qut.edu.au/33281/1/c33281.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
52,52,52.0,52.0,52.0,52.0,52.0,An ontomemetic approach to musical intelligence,https://scholar.google.com/scholar?q=An%20ontomemetic%20approach%20to%20musical%20intelligence,52,14.0,https://www.researchgate.net/profile/Marcelo-Gimenes/publication/318431828_An_Ontomemetic_Approach_to_Musical_Intelligence/links/596912faaca2728ca67c0061/An-Ontomemetic-Approach-to-Musical-Intelligence.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
53,53,53.0,53.0,53.0,53.0,53.0,Towards an intelligent rhythmic generator based on given examples: A memetic approach,https://scholar.google.com/scholar?q=Towards%20an%20intelligent%20rhythmic%20generator%20based%20on%20given%20examples%3A%20A%20memetic%20approach,53,0.0,,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
54,54,54.0,54.0,54.0,54.0,54.0,Musicianship for robots with style,https://scholar.google.com/scholar?q=Musicianship%20for%20robots%20with%20style,54,5.0,https://dl.acm.org/doi/pdf/10.1145/1279740.1279778?casa_token=-VfiA2SYYckAAAAA:A_e9RDBzT33_Ximzo0S1gYL12aWwteuwpq1Ty_yj_Cb7tjIE3GEWsZTp2-JvG1PO7hFKtM8TgkID,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
55,55,55.0,55.0,55.0,55.0,55.0,Cartesian genetic programming for image processing,https://scholar.google.com/scholar?q=Cartesian%20genetic%20programming%20for%20image%20processing,55,74.0,https://link.springer.com/chapter/10.1007/978-1-4614-6846-2_3,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
56,56,56.0,56.0,56.0,56.0,56.0,All together now: Introducing the virtual human toolkit,https://scholar.google.com/scholar?q=All%20together%20now%3A%20Introducing%20the%20virtual%20human%20toolkit,56,237.0,https://apps.dtic.mil/sti/pdfs/AD1157790.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
57,57,57.0,57.0,57.0,57.0,57.0,A biophysically constrained multi-agent systems approach to algorithmic composition with expressive performance,https://scholar.google.com/scholar?q=A%20biophysically%20constrained%20multi-agent%20systems%20approach%20to%20algorithmic%20composition%20with%20expressive%20performance,57,2.0,,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
58,58,58.0,58.0,58.0,58.0,58.0,"A simple, high-yield method for assessing structural novelity",https://scholar.google.com/scholar?q=A%20simple%2C%20high-yield%20method%20for%20assessing%20structural%20novelity,58,16.0,"https://jyx.jyu.fi/bitstream/handle/123456789/41611/Olivier%20Lartillot%20-%20A%20Simple,%20High-Yield%20Method%20For%20Assessing%20Structural%20Novelty.pdf?sequence=1",,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
59,59,59.0,59.0,59.0,59.0,59.0,A heuristic for computing repeats with a factor oracle: Application to biological sequences,https://scholar.google.com/scholar?q=A%20heuristic%20for%20computing%20repeats%20with%20a%20factor%20oracle%3A%20Application%20to%20biological%20sequences,59,7.0,https://www.tandfonline.com/doi/abs/10.1080/00207160214653,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
60,60,60.0,60.0,60.0,60.0,60.0,BeatBender: Subsumption architecture for autonomous rhythm generation,https://scholar.google.com/scholar?q=BeatBender%3A%20Subsumption%20architecture%20for%20autonomous%20rhythm%20generation,60,11.0,https://dl.acm.org/doi/pdf/10.1145/1501750.1501762?casa_token=pzSoMvZcrGsAAAAA:Teq5SR7AkjLEab8xtPNI7HwaKnbdWv7-meYWZqceY77r4pqflAYwyft6UA9f6dvir4x0T-k5gQ4E,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
61,61,61.0,61.0,61.0,61.0,61.0,OMaxist dialectics,https://scholar.google.com/scholar?q=OMaxist%20dialectics,61,39.0,https://hal.science/hal-00706662/file/OMaxist_Dialectics.v2.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
62,62,62.0,62.0,62.0,62.0,62.0,"Motivation, microdrives and microgoals in mockingbird",https://scholar.google.com/scholar?q=Motivation%2C%20microdrives%20and%20microgoals%20in%20mockingbird,62,3.0,https://ojs.aaai.org/index.php/AIIDE/article/download/12770/12618,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
63,63,63.0,63.0,63.0,63.0,63.0,Automatic design of sound synthesizers as pure data patches using coevolutionary mixed-typed cartesian genetic programming,https://scholar.google.com/scholar?q=Automatic%20design%20of%20sound%20synthesizers%20as%20pure%20data%20patches%20using%20coevolutionary%20mixed-typed%20cartesian%20genetic%20programming,63,26.0,https://dl.acm.org/doi/pdf/10.1145/2576768.2598303?casa_token=P4Oc204fE1QAAAAA:XUx2xdT65V0LZZsXEZQf9Yj7vIlScnE-ZNeyS_5Vg9uY9Hj3wzKkO7RdDDf3Afms9cnRkpptLDch,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
64,64,64.0,64.0,64.0,64.0,64.0,The agent designer toolkit,https://scholar.google.com/scholar?q=The%20agent%20designer%20toolkit,64,171.0,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2592b2d9dbcda8dda2d1d5bce38cba89d37e5759,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
